3142	17646
Ankara|Turkey	Tehran|Iran	1677.9629195722268
Ankara|Turkey	Trabzon|Turkey	582.4995505387036
Ankara|Turkey	Van|Turkey	908.8882710849626
Ankara|Turkey	Vienna|Austria	1579.9045358018543
Ankara|Turkey	Çorlu|Turkey	443.2320717115844
Annaba|Algeria	Istanbul|Turkey	1872.5313295136264
Annaba|Algeria	Lyon|France	1016.862851362968
Annaba|Algeria	Marseille|France	768.7031873653192
Annaba|Algeria	Oran|Algeria	768.4541371761055
Annaba|Algeria	Paris|France	1396.1889305438992
Anqing|China	Beijing|China	1058.1170749091125
Anqing|China	Chongqing|China	1006.0699364188732
Anqing|China	Guangzhou|China	882.4215264894414
Anqing|China	Haikou|China	1357.5150685636745
Anqing|China	Shanghai|China	415.09737521052625
Anqing|China	Wuhan|China	272.99025148371345
Anqing|China	Xiamen|China	680.5067862770925
Anshan|China	Beijing|China	541.9305473231597
Anshan|China	Shanghai|China	1112.9076813144097
Anshun|China	Beijing|China	1793.8649114100626
Anshun|China	Chongqing|China	392.34611729706097
Anshun|China	Guangzhou|China	815.1212217724386
Antalaha|Madagascar	Antananarivo|Madagascar	519.8501629580844
Antalaha|Madagascar	Maroantsetra|Madagascar	83.52599433961032
Antalaha|Madagascar	Toamasina|Madagascar	360.07663958149783
Antalya|Turkey	Baghdad|Iraq	1287.6250705402301
Antalya|Turkey	Bergen|Norway	3170.8870556113934
Antalya|Turkey	Berlin|Germany	2188.7972192042007
Antalya|Turkey	Billund|Denmark	2654.0741967562276
Antalya|Turkey	Birmingham|United Kingdom	3063.721776028188
Antalya|Turkey	Bremen|Germany	2477.598177222033
Antalya|Turkey	Bristol|United Kingdom	3085.9331835181556
Antalya|Turkey	Brussels|Belgium	2600.6172738825176
Antalya|Turkey	Cologne|Germany	2434.756040464442
Antalya|Turkey	Copenhagen|Denmark	2491.8169160611283
Antalya|Turkey	Dresden|Germany	2080.113361267712
Antalya|Turkey	Duesseldorf|Germany	2481.431015718582
Antalya|Turkey	Eindhoven|Netherlands	2574.1948391293595
Antalya|Turkey	Erbil|Iraq	1178.1623057554405
Antalya|Turkey	Erfurt|Germany	2219.47524426201
Antalya|Turkey	Frankfurt|Germany	2300.3907485199124
Antalya|Turkey	Friedrichshafen|Germany	2112.8454355045988
Antalya|Turkey	Geneva|Switzerland	2291.086863566135
Antalya|Turkey	Glasgow|United Kingdom	3371.8630457834856
Antalya|Turkey	Graz|Austria	1691.453137214363
Antalya|Turkey	Groningen|Netherlands	2601.8032836379543
Antalya|Turkey	Hamburg|Germany	2456.85019893783
Antalya|Turkey	Hannover|Germany	2389.7434467489093
Antalya|Turkey	Helsinki|Finland	2639.6365086438423
Antalya|Turkey	Istanbul|Turkey	463.60049490273974
Antalya|Turkey	Izmir|Turkey	356.810684195858
Antalya|Turkey	Kassel|Germany	2336.72767987712
Antalya|Turkey	Kazan|Russia	2504.6442762941183
Antalya|Turkey	Kiev|Ukraine	1496.8220596008068
Antalya|Turkey	Laage|Germany	2368.984832385411
Antalya|Turkey	Leeds|United Kingdom	3118.9767340760263
Antalya|Turkey	Leipzig|Germany	2181.1682186092353
Antalya|Turkey	Linz|Austria	1849.2324357554128
Antalya|Turkey	London|United Kingdom	2952.342906965527
Antalya|Turkey	Luxemburg|Luxembourg	2427.596929835241
Antalya|Turkey	Maastricht|Netherlands	2521.141862965185
Antalya|Turkey	Manchester|United Kingdom	3133.8631698670447
Antalya|Turkey	Moscow|Russia	2137.210141832392
Antalya|Turkey	Mulhouse|France	2243.624463352512
Antalya|Turkey	Munich|Germany	2003.1307547822496
Antalya|Turkey	Munster|Germany	2478.451010981652
Antalya|Turkey	Nicosia|Cyprus	310.75004281123853
Antalya|Turkey	Nuernberg|Germany	2116.380916664201
Antalya|Turkey	Oslo|Norway	2941.1394968060904
Antalya|Turkey	Paderborn|Germany	2392.9208751898327
Antalya|Turkey	Paris|France	2645.6276290121364
Antalya|Turkey	Prague|Czech Republic	1976.968175883261
Antalya|Turkey	Rostov|Russia	1396.8195680132112
Antalya|Turkey	Rotterdam|Netherlands	2658.0571310680402
Antalya|Turkey	Salzburg|Austria	1893.164688268734
Antalya|Turkey	Sandefjord|Norway	2887.7113851463832
Antalya|Turkey	St. Petersburg|Russia	2549.6302741846466
Antalya|Turkey	Stuttgart|Germany	2184.807241365672
Antalya|Turkey	Trabzon|Turkey	901.2937144594564
Antalya|Turkey	Trondheim|Norway	3247.0149282958723
Antalya|Turkey	Vienna|Austria	1703.803442335567
Antalya|Turkey	Zurich|Switzerland	2167.950520843578
Antalya|Turkey	Zweibruecken|Germany	2329.5069472294786
Antananarivo|Madagascar	Antsiranana|Madagascar	743.5447748753448
Antananarivo|Madagascar	Bangkok|Thailand	6869.630664806064
Antananarivo|Madagascar	Dzaoudzi|Mayotte	707.3073677200822
Antananarivo|Madagascar	Johannesburg|South Africa	2137.43873505095
Antananarivo|Madagascar	Mahajanga|Madagascar	368.4701299680315
Antananarivo|Madagascar	Maroantsetra|Madagascar	441.7514994980154
Antananarivo|Madagascar	Marseille|France	8160.610794149867
Antananarivo|Madagascar	Morondava|Madagascar	370.66777279388145
Antananarivo|Madagascar	Moroni|Comoros	926.0982727649916
Antananarivo|Madagascar	Nairobi|Kenya	2260.7760399696144
Antananarivo|Madagascar	Nosy-be|Madagascar	617.0608301104817
Antananarivo|Madagascar	Paris|France	8757.904769340666
Antananarivo|Madagascar	Plaisance|Mauritius	1085.1868477535766
Antananarivo|Madagascar	Sainte Marie|Madagascar	311.74242380878553
Antananarivo|Madagascar	Sambava|Madagascar	579.37917607553
Antananarivo|Madagascar	St.-denis|Reunion	872.4208588729783
Antananarivo|Madagascar	Toamasina|Madagascar	216.0743814750358
Antananarivo|Madagascar	Tolagnaro|Madagascar	696.8430164859911
Antananarivo|Madagascar	Toliara|Madagascar	642.0747002975336
Anta|Peru	Lima|Peru	302.3848834046792
Antigua|Antigua and Barbuda	Basse Terre|Saint Kitts and Nevis	100.35456612030238
Antigua|Antigua and Barbuda	Bridgetown|Barbados	515.3116256489243
Antigua|Antigua and Barbuda	Castries|Saint Lucia	357.35973808094707
Antigua|Antigua and Barbuda	Charlestown|Saint Kitts and Nevis	85.13350655074396
Antigua|Antigua and Barbuda	Charlotte|United States	2765.8889642253603
Antigua|Antigua and Barbuda	Dominica|Dominica	184.62086849335915
Antigua|Antigua and Barbuda	Frankfurt|Germany	7168.675912707355
Antigua|Antigua and Barbuda	Gustavia|France	140.52608378553919
Antigua|Antigua and Barbuda	Hewandorra|Saint Lucia	389.4405415719585
Antigua|Antigua and Barbuda	Kingston|Jamaica	1593.6573737916397
Antigua|Antigua and Barbuda	London|United Kingdom	6571.2522128224
Antigua|Antigua and Barbuda	Miami|United States	2141.5538433127012
Antigua|Antigua and Barbuda	New York|United States	2858.61434494162
Antigua|Antigua and Barbuda	Newark|United States	2879.0752957488953
Antigua|Antigua and Barbuda	Philipsburg|Netherlands Antilles	172.16010391963118
Antigua|Antigua and Barbuda	Pointe-a-pitre|Guadeloupe	100.91147844061533
Antigua|Antigua and Barbuda	Puerto Plata|Dominican Republic	971.510970227725
Antigua|Antigua and Barbuda	Punta Cana|Dominican Republic	714.1393530179425
Antigua|Antigua and Barbuda	San Juan|Puerto Rico	469.0996353044989
Antigua|Antigua and Barbuda	Santo Domingo|Dominican Republic	847.0962302947393
Antigua|Antigua and Barbuda	Scarborough|Trinidad and Tobago	674.4632228677965
Antigua|Antigua and Barbuda	The Valley|Anguilla	179.06435060175937
Antigua|Antigua and Barbuda	Toronto|Canada	3398.127106329657
Antofagasta|Chile	Arica|Chile	567.3799670957567
Antofagasta|Chile	Calama|Chile	189.88246813147063
Antofagasta|Chile	Iquique|Chile	324.9972565857139
Antofagasta|Chile	La Serena|Chile	724.3008599107412
Antofagasta|Chile	Lima|Peru	1454.1636135566748
Antofagasta|Chile	Santiago|Chile	1107.9380586097159
Antsiranana|Madagascar	Dzaoudzi|Mayotte	438.6672990128992
Antsiranana|Madagascar	Nosy-be|Madagascar	150.75284851047078
Antsiranana|Madagascar	Sambava|Madagascar	235.0893999876102
Antsiranana|Madagascar	St.-denis|Reunion	1158.5225190144415
Antwerp|Belgium	London|United Kingdom	308.2368927758943
Anvik|United States	Holy Cross|United States	55.34943357876983
Aomori|Japan	Nagoya|Japan	693.5663590507146
Aomori|Japan	Osaka|Japan	807.2735637349267
Aomori|Japan	Sapporo|Japan	241.87015613111186
Aomori|Japan	Seoul|South Korea	1281.0201817587574
Aomori|Japan	Tokyo|Japan	582.3660791884333
Apatity|Russia	Moscow|Russia	1360.6059289189718
Appleton|United States	Atlanta|United States	1233.8103244364454
Appleton|United States	Chicago|United States	258.6076319410205
Appleton|United States	Detroit|United States	476.698153232537
Appleton|United States	Las Vegas|United States	2427.926551377261
Appleton|United States	Mesa|United States	2336.351585322638
Appleton|United States	Minneapolis|United States	379.2857122772277
Appleton|United States	Sanford|United States	1840.3451301589
Aqaba|Jordan	Istanbul|Turkey	1384.0408561919437
Aracaju|Brazil	Brasilia|Brazil	1294.125375719922
Aracaju|Brazil	Campinas|Brazil	1712.7637810654844
Aracaju|Brazil	Maceio|Brazil	215.65881601201102
Aracaju|Brazil	Recife|Brazil	395.85224815415035
Aracaju|Brazil	Rio De Janeiro|Brazil	1476.9964709130627
Aracaju|Brazil	Salvador|Brazil	253.95866997611478
Aracaju|Brazil	Sao Paulo|Brazil	1707.5038241794482
Aracatuba|Brazil	Campinas|Brazil	397.90643255983565
Aracatuba|Brazil	Sao Paulo|Brazil	480.46509188896505
Arad|Romania	Bergamo|Italy	895.8957788301847
Araguaina|Brazil	Brasilia|Brazil	962.5544092067603
Araguaina|Brazil	Maraba|Brazil	229.55791564723728
Araguaina|Brazil	Palmas|Brazil	341.27511477317756
Araracuara|Brazil	Campinas|Brazil	168.1233657431307
Araracuara|Colombia	San Vincente De Caguan|Colombia	401.98978651523953
Arar|Saudi Arabia	Jeddah|Saudi Arabia	1045.9200272904345
Arar|Saudi Arabia	Riyadh|Saudi Arabia	858.5294936897866
Arauca|Colombia	Bogota|Colombia	460.4302266702291
Araxa|Brazil	Belo Horizonte|Brazil	317.03868883969255
Araxa|Brazil	Patos de Minas|Brazil	110.72223742007522
Arba Minch|Ethiopia	Jimma|Ethiopia	200.262656444708
Arcata CA|United States	Crescent City|United States	89.92523106264062
Arcata CA|United States	Sacramento|United States	332.97352442497316
Arcata CA|United States	San Francisco|United States	402.63198977447234
Arctic Bay|Canada	Iqaluit|Canada	1222.3682231826704
Arctic Bay|Canada	Resolute|Canada	361.0193333694819
Arctic Village|United States	Venetie|United States	127.57454988222705
Ardabil|Iran	Mashhad|Iran	1019.6608529763876
Ardabil|Iran	Teheran|Iran	389.9367635288823
Arequipa|Peru	Cuzco|Peru	314.6231394038715
Arequipa|Peru	Juliaca|Peru	180.92688079569808
Arequipa|Peru	La Paz|Bolivia	362.54903598169136
Arequipa|Peru	Lima|Peru	766.3583746478707
Arequipa|Peru	Tacna|Peru	235.9056850860348
Arica|Chile	Iquique|Chile	243.9772345682444
Arica|Chile	La Paz|Bolivia	306.0931926690685
Arica|Chile	Santiago|Chile	1675.3031331879322
Arkhangelsk|Russia	Moscow|Russia	977.2085169227905
Arkhangelsk|Russia	Murmansk|Russia	581.9470714469829
Arkhangelsk|Russia	Naryan-Mar|Russia	651.7557057688339
Arkhangelsk|Russia	Solovetsky Islands|Russia	240.79123724114407
Arkhangelsk|Russia	St. Petersburg|Russia	759.8696616200276
Arkhangelsk|Russia	Usinsk|Russia	787.5644176737244
Armenia|Colombia	Bogota|Colombia	181.82477198782922
Armenia|Colombia	Fort Lauderdale|United States	2451.659777844786
Armidale|Australia	Sydney|Australia	382.7292187183732
Arrecife|Spain	Aviles|Spain	1761.5177905458825
Arrecife|Spain	Barcelona|Spain	1976.2952713316
Arrecife|Spain	Beauvais|France	2643.223398242889
Arrecife|Spain	Belfast|United Kingdom	2923.3795900652663
Arrecife|Spain	Bergamo|Italy	2760.7166854607326
Arrecife|Spain	Berlin|Germany	3431.145485390761
Arrecife|Spain	Bilbao|Spain	1861.4081433803933
Arrecife|Spain	Birmingham|United Kingdom	2793.2431919740966
Arrecife|Spain	Blackpool|United Kingdom	2894.173180678541
Arrecife|Spain	Bologna|Italy	2798.780695430357
Arrecife|Spain	Bournemouth|United Kingdom	2622.6207079517685
Arrecife|Spain	Bremen|Germany	3247.409435327108
Arrecife|Spain	Bristol|United Kingdom	2657.073117009807
Arrecife|Spain	Brussels|Belgium	2873.812959210352
Arrecife|Spain	Charleroi|Belgium	2834.130007946209
Arrecife|Spain	Cologne|Germany	2993.184554886881
Arrecife|Spain	Connaught|Ireland	2806.0542007269146
Arrecife|Spain	Cork|Ireland	2583.749725361259
Arrecife|Spain	Dublin|Ireland	2789.546609704789
Arrecife|Spain	Duesseldorf|Germany	3010.0331045750886
Arrecife|Spain	East Midlands|United Kingdom	2843.3309342967186
Arrecife|Spain	Edinburgh|United Kingdom	3113.753295231438
Arrecife|Spain	Eindhoven|Netherlands	2960.3783880052833
Arrecife|Spain	Frankfurt|Germany	2999.303296852859
Arrecife|Spain	Fuerteventura|Spain	60.38922584429215
Arrecife|Spain	Glasgow|United Kingdom	3084.6101917783863
Arrecife|Spain	Gran Canaria|Spain	207.68709849026448
Arrecife|Spain	Hahn|Germany	2925.718754405552
Arrecife|Spain	Hamburg|Germany	3349.5002100457964
Arrecife|Spain	Hannover|Germany	3242.8441862114337
Arrecife|Spain	Karlsruhe/Baden-Baden|Germany	2878.5773175550553
Arrecife|Spain	Leeds|United Kingdom	2938.634108911823
Arrecife|Spain	Leipzig|Germany	3295.446667155246
Arrecife|Spain	Liverpool|United Kingdom	2853.3041294698046
Arrecife|Spain	London|United Kingdom	2799.0741408771523
Arrecife|Spain	Luxemburg|Luxembourg	2846.734464057907
Arrecife|Spain	Madrid|Spain	1575.8113716808712
Arrecife|Spain	Manchester|United Kingdom	2870.127552966899
Arrecife|Spain	Munich|Germany	3061.366033916772
Arrecife|Spain	Newcastle|United Kingdom	3057.3928978267863
Arrecife|Spain	Paderborn|Germany	3124.426185207584
Arrecife|Spain	Prestwick|United Kingdom	3043.223013658841
Arrecife|Spain	Salzburg|Austria	3101.033076338966
Arrecife|Spain	Santander|Spain	1833.078951931456
Arrecife|Spain	Santiago|Spain	1621.03427673215
Arrecife|Spain	Sevilla|Spain	1184.6358370577236
Arrecife|Spain	Shannon|Ireland	2672.361533500336
Arrecife|Spain	Stuttgart|Germany	2935.1294398827154
Arrecife|Spain	Tenerife|Spain	272.05505924199923
Arrecife|Spain	Vienna|Austria	3347.430506610041
Arrecife|Spain	Weeze|Germany	3007.56062862889
Arrecife|Spain	Zaragoza|Spain	1814.5457951767953
Arrecife|Spain	Zurich|Switzerland	2809.4779315353594
Arthur's Town|Bahamas	Nassau|Bahamas	186.72506252744182
Arua|Uganda	Entebbe|Uganda	375.4162379191813
Arusha|Tanzania	Dar Es Salaam|Tanzania	483.5430710282899
Arusha|Tanzania	Zanzibar|Tanzania	428.45755682177224
Arutua|French Polynesia	Kaukura Atoll|French Polynesia	54.41377168235461
Arutua|French Polynesia	Papeete|French Polynesia	409.61981430431433
Arvidsjaur|Sweden	Lycksele|Sweden	118.98963476939123
Arxan|China	Hohhot|China	966.0385952327396
Asahikawa|Japan	Nagoya|Japan	1094.1990644147256
Asahikawa|Japan	Taipei|Taiwan	2826.3154241667817
Asahikawa|Japan	Tokyo|Japan	932.074526009324
Asheville|United States	Atlanta|United States	264.64818432054165
Asheville|United States	Charlotte|United States	147.28700656024355
Asheville|United States	Chicago|United States	864.1004449597993
Asheville|United States	Detroit|United States	757.5723561083872
Asheville|United States	Fort Lauderdale|United States	1066.9774486830804
Asheville|United States	Punta Gorda|United States	949.4235944613193
Asheville|United States	Sanford|United States	751.3249292266104
Asheville|United States	St. Petersburg|United States	837.8855852247218
Ashkhabad|Turkmenistan	Baku|Azerbaijan	767.9024685015594
Ashkhabad|Turkmenistan	Birmingham|United Kingdom	4823.966458240748
Ashkhabad|Turkmenistan	Delhi|India	2029.2847492610522
Ashkhabad|Turkmenistan	Dubai|United Arab Emirates	1445.4444321154292
Ashkhabad|Turkmenistan	Frankfurt|Germany	4119.626868592247
Ashkhabad|Turkmenistan	Istanbul|Turkey	2547.9674427794657
Ashkhabad|Turkmenistan	London|United Kingdom	4746.3981578835965
Ashkhabad|Turkmenistan	Minsk 2|Belarus	2903.232675928776
Ashkhabad|Turkmenistan	Moscow|Russia	2470.5182243796685
Ashkhabad|Turkmenistan	Urumqi|China	2520.479687154887
Asmara|Eritrea	Cairo|Egypt	1820.4435950678628
Asmara|Eritrea	Entebbe|Uganda	1840.5095675187026
Asmara|Eritrea	Jeddah|Saudi Arabia	711.5329798220394
Asmara|Eritrea	Juba|South Sudan	1408.9789753122384
Asmara|Eritrea	Khartoum|Sudan	682.9335683697838
Asmara|Eritrea	Massawa|Eritrea	64.80988539736171
Asmara|Eritrea	Nairobi|Kenya	1861.9437434621889
Asmara|Eritrea	Sanaa|Yemen	570.1617873347845
Asosa|Ethiopia	Gambella|Ethiopia	210.37583265404297
Aspen|United States	Denver|United States	201.4575991585597
Aspen|United States	Los Angeles|United States	1185.804381947654
Astrakhan|Russia	Istanbul|Turkey	1617.3603378776093
Astrakhan|Russia	Kazan|Russia	1041.5814791199707
Astrakhan|Russia	Mineralnye Vody|Russia	448.6573203185499
Astrakhan|Russia	Moscow|Russia	1304.8289894111422
Astrakhan|Russia	St. Petersburg|Russia	1904.164738538633
Astypalaia|Greece	Athens|Greece	263.04925736827767
Astypalaia|Greece	Leros|Greece	77.2281040748163
Asuncion|Paraguay	Buenos Aires|Argentina	1071.1247081004728
Asuncion|Paraguay	Ciudad del Este|Paraguay	270.39152385605223
Asuncion|Paraguay	Lima|Peru	2531.2438559406783
Asuncion|Paraguay	Miami|United States	6185.912212412862
Asuncion|Paraguay	Montevideo|Uruguay	1078.0156153447601
Asuncion|Paraguay	Panama City|Panama	4495.217883995996
Asuncion|Paraguay	Santa Cruz|Bolivia	1025.9565835456076
Asuncion|Paraguay	Santiago|Chile	1572.9971323757586
Asuncion|Paraguay	Sao Paulo|Brazil	1137.9292808809582
Aswan|Egypt	Cairo|Egypt	699.6088541996859
Aswan|Egypt	Jeddah|Saudi Arabia	698.011858540832
Asyut|Egypt	Cairo|Egypt	344.49893482481895
Asyut|Egypt	Jeddah|Saudi Arabia	1018.8268817069182
Asyut|Egypt	Kuwait|Kuwait	1680.596335321789
Asyut|Egypt	Riyadh|Saudi Arabia	1585.5021304420666
Asyut|Egypt	Sharjah|United Arab Emirates	2451.4709205587724
Ataq|Yemen	Sanaa|Yemen	298.55613408646593
Athens|Greece	Barcelona|Spain	1906.600253650126
Athens|Greece	Beirut|Lebanon	1136.459021936979
Athens|Greece	Belgrade|Serbia	823.8404147801373
Athens|Greece	Bergamo|Italy	1458.659413598184
Athens|Greece	Berlin|Germany	1799.7382494752217
Athens|Greece	Brussels|Belgium	2103.741050613167
Athens|Greece	Bucharest|Romania	759.891105251902
Athens|Greece	Budapest|Hungary	1123.5723394667361
Athens|Greece	Cairo|Egypt	1108.3936428340098
Athens|Greece	Chania|Greece	268.3093522194709
Athens|Greece	Chios|Greece	197.52719746435375
Athens|Greece	Chisinau|Moldova	1080.9082549919679
Athens|Greece	Cologne|Germany	1954.835464983483
Athens|Greece	Copenhagen|Denmark	2141.805460147382
Athens|Greece	Cyclades Islands|Greece	157.69095701255185
Athens|Greece	Doha|Qatar	2961.121248278113
Athens|Greece	Dubai|United Arab Emirates	3275.461445418727
Athens|Greece	Dublin|Ireland	2878.8514359517912
Athens|Greece	Dubrovnik|Croatia	705.1026328384322
Athens|Greece	Duesseldorf|Germany	2005.6259702778416
Athens|Greece	Edinburgh|United Kingdom	2851.140132906955
Athens|Greece	Eindhoven|Netherlands	2091.2858238377185
Athens|Greece	Frankfurt|Germany	1817.6329486110453
Athens|Greece	Geneva|Switzerland	1733.188337863628
Athens|Greece	Hamburg|Germany	2047.4680443415248
Athens|Greece	Helsinki|Finland	2492.399573134979
Athens|Greece	Heraklion|Greece	309.40822303946135
Athens|Greece	Ikaria|Greece	213.17261507023304
Athens|Greece	Ioannina|Greece	334.1899167003292
Athens|Greece	Istanbul|Turkey	566.8915545070191
Athens|Greece	Izmir|Turkey	284.1192675107299
Athens|Greece	Kalymnos|Greece	286.0574226483441
Athens|Greece	Karpathos|Greece	400.03472636752537
Athens|Greece	Kastoria|Greece	361.6490610299421
Athens|Greece	Kavala|Greece	336.41645332421706
Athens|Greece	Keffallinia|Greece	302.66203673218524
Athens|Greece	Kerkyra/corfu|Greece	396.0245603021761
Athens|Greece	Kiev|Ukraine	1487.0834269615893
Athens|Greece	Kithira|Greece	202.51268526055514
Athens|Greece	Kos|Greece	306.1179559230031
Athens|Greece	Kozani|Greece	318.4578793070998
Athens|Greece	Krasnodar|Russia	1491.781067700273
Athens|Greece	Larnaca|Cyprus	931.2401468015842
Athens|Greece	Leros|Greece	265.51006748339563
Athens|Greece	Limnos|Greece	247.23384868415994
Athens|Greece	London|United Kingdom	2395.644208650066
Athens|Greece	Lyon|France	1782.4351481418769
Athens|Greece	Madrid|Spain	2379.744608648061
Athens|Greece	Malta|Malta	873.5139397460258
Athens|Greece	Manchester|United Kingdom	2639.5420505012985
Athens|Greece	Marseille|France	1690.3248675974667
Athens|Greece	Milano|Italy	1522.020173702621
Athens|Greece	Milos|Greece	145.80533893015823
Athens|Greece	Montreal|Canada	7640.238259843074
Athens|Greece	Moscow|Russia	2244.401347012264
Athens|Greece	Munich|Germany	1519.3459054248128
Athens|Greece	Mykonos|Greece	135.65528126663
Athens|Greece	Mytilini|Greece	262.6764030262305
Athens|Greece	Nantes|France	2319.1085973132135
Athens|Greece	Oslo|Norway	2631.831809732198
Athens|Greece	Paphos|Cyprus	845.1707059330547
Athens|Greece	Paris|France	2107.352151491717
Athens|Greece	Paros|Greece	145.09690976276622
Athens|Greece	Philadelphia|United States	8091.942275885386
Athens|Greece	Prague|Czech Republic	1557.3388119938872
Athens|Greece	Rhodos|Greece	404.9278647818337
Athens|Greece	Riga|Latvia	2113.600708153065
Athens|Greece	Rome|Italy	1087.4756933495553
Athens|Greece	Samos|Greece	262.36773809798814
Athens|Greece	Sitia|Greece	358.95958456027813
Athens|Greece	Skiathos|Greece	143.3417333756203
Athens|Greece	Skiros|Greece	124.15665801372484
Athens|Greece	Sofia|Bulgaria	531.8264836234579
Athens|Greece	Split|Croatia	896.4205928800039
Athens|Greece	St. Petersburg|Russia	2474.7658646100003
Athens|Greece	Stockholm|Sweden	2454.9823474344903
Athens|Greece	Stuttgart|Germany	1684.0062713408702
Athens|Greece	Syros Island|Greece	105.49853175464969
Athens|Greece	Tbilisi|Georgia	1839.1998646283225
Athens|Greece	Tel-aviv|Israel	1194.991383346149
Athens|Greece	Thessaloniki|Greece	299.56355037416483
Athens|Greece	Thira|Greece	218.66159224656684
Athens|Greece	Tirana|Albania	529.8480443299723
Athens|Greece	Toronto|Canada	8137.426243866865
Athens|Greece	Toulouse|France	1998.5745547433266
Athens|Greece	Venice|Italy	1277.359156183974
Athens|Greece	Vienna|Austria	1280.2998051859843
Athens|Greece	Warsaw|Poland	1600.821118203946
Athens|Greece	Yerevan|Armenia	1781.2031097618353
Athens|Greece	Zakynthos|Greece	269.78824868371316
Athens|Greece	Zurich|Switzerland	1641.287602107406
Athens|United States	Nashville|United States	389.8292414729959
Atiu Island|Cook Islands	Avarua|Cook Islands	223.16089589907295
Atka|United States	Unalaska|United States	545.2825932369973
Atlanta|United States	Austin|United States	1307.4262179763466
Atlanta|United States	BRISTOL|United States	365.685520217157
Atlanta|United States	Baltimore|United States	928.5498735651988
Atlanta|United States	Baton Rouge|United States	721.7213333786332
Atlanta|United States	Belize City|Belize	1833.3295101503393
Atlanta|United States	Bentonville|United States	947.5895689232981
Atlanta|United States	Bermuda|Bermuda	1846.3924088768913
Atlanta|United States	Birmingham|United States	215.75978255971648
Atlanta|United States	Bloomington|United States	859.1922346431692
Atlanta|United States	Bogota|Colombia	3392.4554880976134
Atlanta|United States	Boston|United States	1523.225540425411
Atlanta|United States	Brasilia|Brazil	6736.094067092902
Atlanta|United States	Brunswick|United States	383.97494102536496
Atlanta|United States	Brussels|Belgium	7113.831530122063
Atlanta|United States	Buenos Aires|Argentina	8084.84350408141
Atlanta|United States	Buffalo|United States	1148.3229300053572
Atlanta|United States	Burlington|United States	1547.586824199449
Atlanta|United States	Bush Field|United States	230.5916016815205
Atlanta|United States	Cancun|Mexico	1423.2196299192422
Atlanta|United States	Caracas|Venezuela	3120.822129773333
Atlanta|United States	Cedar Rapids|United States	1118.7303430696556
Atlanta|United States	Charleston|United States	416.52014846281287
Atlanta|United States	Charlottesville VA|United States	735.5629352008593
Atlanta|United States	Charlotte|United States	364.9676407527559
Atlanta|United States	Chattanooga|United States	171.2369572925771
Atlanta|United States	Chicago|United States	953.0064726640696
Atlanta|United States	Cincinnati|United States	602.8419335206679
Atlanta|United States	Cleveland|United States	894.7981506624358
Atlanta|United States	Colorado Springs|United States	1904.628306284291
Atlanta|United States	Columbia|United States	307.92651430802255
Atlanta|United States	Columbus Mississippi|United States	386.79766755168765
Atlanta|United States	Columbus|United States	133.51028570909378
Atlanta|United States	Cozumel|Mexico	1480.5215172028409
Atlanta|United States	Dallas-Fort Worth|United States	1175.822315326361
Atlanta|United States	Dallas|United States	1159.29874012354
Atlanta|United States	Daytona Beach|United States	590.3606278617107
Atlanta|United States	Dayton|United States	697.7272300676125
Atlanta|United States	Del Bajio|Mexico	2190.922899607737
Atlanta|United States	Denver|United States	1928.7346599162984
Atlanta|United States	Des Moines|United States	1197.0855931891658
Atlanta|United States	Detroit|United States	959.2503904710168
Atlanta|United States	Dothan|United States	275.0098999480125
Atlanta|United States	Dubai|United Arab Emirates	12222.798398594428
Atlanta|United States	Dublin|Ireland	6329.849667713528
Atlanta|United States	Duesseldorf|Germany	7244.331822841375
Atlanta|United States	El Paso|United States	2061.8173144939624
Atlanta|United States	Evansville|United States	564.1863886893908
Atlanta|United States	Fargo|United States	1809.9492159461972
Atlanta|United States	Fayetteville|United States	531.8146487743394
Atlanta|United States	Flint|United States	1040.1531819042254
Atlanta|United States	Fort Lauderdale|United States	937.4702558219308
Atlanta|United States	Fort Myers|United States	831.1747164614704
Atlanta|United States	Fort Smith|United States	930.9568948287144
Atlanta|United States	Fort Wayne|United States	820.0740027993347
Atlanta|United States	Frankfurt|Germany	7417.79100228637
Atlanta|United States	Freeport|Bahamas	961.6381588199129
Atlanta|United States	Gainesville|United States	484.4677049485386
Atlanta|United States	Georgetown|Cayman Islands	1625.5086096393184
Atlanta|United States	Grand Rapids|United States	1033.4377755915295
Atlanta|United States	Great Exuma|Bahamas	1397.2022677034856
Atlanta|United States	Green Bay|United States	1248.9046734141639
Atlanta|United States	Greensboro|United States	493.14777330876154
Atlanta|United States	Greenville|United States	246.86271671434278
Atlanta|United States	Guadalajara|Mexico	2366.4460634077227
Atlanta|United States	Guatemala City|Guatemala	2208.3542828503078
Atlanta|United States	Gulfport|United States	566.5963469285394
Atlanta|United States	Harrisburg|United States	998.2292413222988
Atlanta|United States	Hattiesburg/Laurel|United States	519.9961295701758
Atlanta|United States	Hewandorra|Saint Lucia	3245.1714815024607
Atlanta|United States	Honolulu|United States	7241.87326962613
Atlanta|United States	Houston|United States	1119.4094217714787
Atlanta|United States	Huntsville|United States	243.23059112904417
Atlanta|United States	Indianapolis|United States	697.0303081826179
Atlanta|United States	Jacksonville NC|United States	641.042487243825
Atlanta|United States	Jacksonville|United States	434.9230794898515
Atlanta|United States	Jackson|United States	547.5885816091569
Atlanta|United States	Johannesburg|South Africa	13597.511455726633
